TranslatedRecipeName,TotalTimeInMins
Telangana Style Barada Palya,80
Bihari Style Aloo Ka Chokha,55
Banana Orange & Spinach Smoothie,25
Homemade Idli Dosa Batter,450
Beetroot Carrot Raita,25
Fresh Homemade Basil Pesto,30
Apple Cucumber Salad,15
Mixed Millet And Lentils Adai,50
Masala Paniyaram With Leftover Idli/Dosa Batter,30
Grilled Cheese Sandwich  With Scrambled Egg,20
Amritsari Dry Dal,50
Karnataka Style Moolangi Chutney,20
Spicy Chicken Curry  In Naga Styl,50
Senai Potato Fry,25
Crispy Corn Chaat,45
Achari Masala Puri,40
Aam Pudina Ka Panna,20
Spicy Raisins And Walnut Cake,65
Dal Palak,50
Baingan Bharta,60
Zucchini and Carrot Pasta,40
Stuffed Chicken Pockets  With Mint Mayo,40
Makhana Ka Raita,10
Corn & Paneer Baked Samosa,45
Baked Homemade Croutons  With Herb,30
Vaghareli Rotli,30
Fruit Custard,30
Creamy Spaghetti Pasta Flavored With Cheesy Dip,40
Brinjal Curry,75
Assamese Bhendir Sorsori  ,30
Pudalangai Milagu Kootu  ,50
Spiced Cabbage Rice ,60
Bengali Style Cholar Dal,60
Lemon Cucumber Detox Water,10
Sweet Yeast Malt,20
Kashmiri Style Al Rogan Josh,35
Mini Idli Upma  ,25
Mushroom And Scrambled Egg Bagel Sandwich,25
Italian Baked Eggplant in Tomato & Parmesa,100
Sarson Ka Saag,55
Cheesy Stuffed Mushrooms With Spinach,45
Chicken with Creamy Mushroom Sauce,30
Tomato Dosa,285
Beet and Avocado Chapati,60
Karigada,90
Cabbage and Soya Keema,40
Stuffed Bitter Gourd Simmered In Yogurt Gravy ,40
Turkish Pide,85
Spinach & Corn Quesadilla,50
Moroccan Spiced Millet And Lentil Salad,30
Apple Cinnamon Modak,55
"Roasted Apple, Onions and Cheese Focaccia",70
Fried Barnyard Millet,50
Dahi Vada,75
Grilled cheese fenugreek tikki,200
Futi Kadi,40
Mirchicha Chatka ,25
Dum Murgh Aatishi,60
Assamese Bilahir Tok,25
Baby Potato Salad with Onion & Cheese,25
Lemon Sevai,160
Thotakura Pappu  ,35
Egg Lifafa Paratha,40
Chicken Kofta Curry,55
Attirachi Kuzhambu,40
Seer Fish Fry,25
Drumstick Spinach Fry,55
Masala Lemonade,10
Goan Style Maskachi Bhaji,40
Homemade Mole Sauce,70
Vazhaithandu Lemon Rasam,40
Spinach and Banana Smoothie With Chia Seeds,10
Carrot Custard Pudding,25
 Salt,50
Ajwain Besan Ka Paratha  ,40
Nutty Chocolate Banana Smoothie,10
High Protein Soya Idli,500
Varutharacha Mutta Curry,40
Honey Paneer,65
Spicy Sweet Potato Hash Brown Waffles,45
Banana Bread With Chocolate Chips And Walnut,70
Rustic Rosemary Garlic Zucchini Bread,100
Puri For Pani Puri,50
Khamang Kakdi,12
Ajwaini Kache Kele Ki Sabzi,30
Almond Milk Chia Seeds Pudding With Fresh Fruits,10
Lehsun Amla Chutney,15
Jwarichya Lahyancha Chivda,20
Aluchi Bhaj,30
Mustard Vegetable Curry,50
Shallow Fried Oysters,35
Cabbage Thoran,45
Thandai Nectarine Mini Galette,75
Andhra Style Vankaya Kothamira Karam,30
Karnataka Style Menthe Kadubu  ,35
Dragon Chicken Sizzler,70
Decadent Chocolate Truffles,260
Mushroom Tikka Masala  ,65
Chicken Korma,75
Cabbage Pachadi,35
Basil & Cherry Tomato Omelette,15
Bengali Phool Gobhir Paturi ,40
Carrot And Coriander Soup,25
Moong Cheese Kachori,40
Warm Roasted Beet Salad,30
Goan Shepeche Polle,270
Goan Tendli Bhaji,25
Bengali Style Urad Dal Vada,30
Milagu Kozhambu,40
Pappu Chekkalu,60
Peanut Banana Tiger Coconut Broth  ,530
Vegetarian Sushi,45
Ragi Murungai Keerai Adai,50
Shrewsbury Cookies  ,30
"Beetroot, Aloo & Amaranth Leaves Sabzi",45
Calamari Roast  ,45
Roasted Tomato & Tortellini Soup,75
Watermelon Ice Popsicles,25
Matar Karanji /Gujiya  ,60
Diabetic Friendly Moong Sprout Cutlet,30
Thai Red Curry with Chicken and Brinjal,35
No Onion No Garlic Cabbage Kofta Curr,65
Konkani Style Pathravade/Pathrode,50
Rajma Saagwala ,35
Pakodi Koora,60
Beetroot Thoran,50
Spinach Wada  ,150
Baingan Ki Lonje,40
Restaurant Style Phool Cabbage Masala,40
Ginger Tea,15
Eggless French Rosy Apple Tart,70
Doli Ki Rot,50
Korean Style Gochujang  ,150
Chicken In Curry Leaves Gravy,30
Boondi And Spring Onion Greens Sabzi ,20
Coorg Koli Curry,60
Kolambi Bhaat  ,50
Grilled Pineapple and Chicken Salad,30
Soya Chunk And Green Peas Sabzi,40
Low Fat Apple Crumble with Muesli,45
Jal Jeera,10
Oriya Style Parval Sabzi ,80
Chicken Curry With Sweet Potatoes,70
Haryali Seekh Kebab,80
Pineapple Gojju  ,45
Ragi Halbai,65
Chicken Kathi Roll,40
Beetroot and Fig Chutney,35
Achari Paneer,60
Sev Puri  ,35
Fresh Fig Compote  For Dessert,15
Vellai Seedai,720
Mixed Vegetable Handvo,50
Spinach Yogurt Salad,150
Nawabi Kofta Curry,75
Kothamalli Rava Upma,40
Fresh Mango Salsa,30
Besan & Atta Ki Roti  ,40
Instant Tindora And Carrot Pickle,40
Stuffed Cabbage Rolls,70
Cheesy Chinese Banana Toffee Fritters,35
Ingi Mangai Sadam,40
Spring Onion Potato Sabzi,35
Makki Ki Puri,50
Korean Stew  With Tofu & Vegetable,50
Vadu Mangai Pickle,75
Kesar Pista Lassi,25
Gular Ki Sabzi / Shallow Fried Cluster Fi,65
Multani Kaali Arbi ,40
Bengali Dumpa Thalimpu,30
Fenugreek cream cheese,40
Brahmi Chutney,15
Sweet & Spicy Pineapple Pani Puri,15
Egg Curry Masala  With Sunny Side Up Egg,35
Bhindi Gosht,40
Spicy Peanut Butter,170
Eggless Thandai Mini Cheesecake,100
Carrot Beans Thoran,50
Aloo Methi Masala,50
Srilankan Style Sambol,35
Mooga Gathi,580
Parwal Masala,30
Whole Wheat Vegetarian Stromboli,200
Bhaat Na Rasawala Muthia Dhokla  | Gujarati Rasiya Dhokl,40
Broccoli Paratha,60
Pudina Dahi Chutney,15
Gulab Sandesh,35
Pudina Chutney,30
Drumstick Leaves Kadhi Pakora,50
Banana Sheera,25
Bandhakopir Ghonto  ,30
Okra Bamia ,45
Mithi Mathri  ,75
Pumpkin Kofta Curry,45
Simple Mutton Curry With Coconut,80
"Sun Dried Tomato, Sprouts And Cream Cheese Bagel Sandwich",20
Suran Ki Sabzi,45
Rajma Kofta In Milk And Poppy Seed Gravy,50
Andhra Style Mukkala Pulusu,30
Tomato Chutney,35
Instant Bengali Aam Doi,15
Sabudana Khichdi  With Vegetables ,45
Badanekaayi Gojju,75
Papad Raita,20
Arbi Ka Saag ,20
Corn Chilli Cheese Momos,50
Methi Pakoda Kadhi,35
Hurali Saaru,40
Punjabi Style Spicy Arbi Sabji,55
Veggie Rava Idli,40
Kerala Style Konju Curry With Thengakothu  ,40
Healthy Kabuli Chana Pakora,330
Caramelized Coconut Cake,65
"Rava Upma  With Peanuts, Peas & Cor",30
Mint Vegetables Moilee  ,35
Turai Moong Dal ,55
Dhungare Baingan,25
Chatpate Aloo  With Sesame Seed,30
Thai Spicy Green Papaya Salad  With Sweet Cor,35
Super Easy Eggless Banana Clafoutis,50
Mango Rice,55
Japanese Cotton Cheesecake,70
Amla Achaar  | Hot & Sweet Indian Gooseberry Pickl,45
Chana Dal Chutney ,25
Watermelon Cranberry Mocktail,20
Mushroom Thoran,40
Coorg Style Kaad Manga Curry,30
Ripe Guava Chutney  ,45
Khatti Meethi Tinda  ,40
Whole Wheat Lachha Paratha,70
Stuffed Mussels,30
Moong Dal Rasam / Retired Pappu Charu  ,35
Cucumber Green Chilli Raita ,25
Hurali Kalu Chutney,20
Instant Kalakand,50
Sattu Ka Paratha  ,45
Stir Fried Water Chestnuts,25
Thai Style Sweet And Sour Cucumber & Carrot Salad,10
Quick and Easy Bread Upma ,45
Æbleskivers,30
Chinese Tacos ,55
Homemade Chikoo Ice Cream,45
Besan Burji,45
Methi Matar Malai ,45
Karnataka Style Avarekalu Sagu,45
Chap Badami  ,180
Sindhi Toor Dal  With Aam Papa,30
Moringa Masoor Dal,40
"Chettinad Fish Fry With Roasted Corn, Onions And Carrots With French Beans",130
Maharashtrian Style Bhogichi Bhaji,60
Goan Masoorchi Usali  ,45
Rajasthani Sweet & Spicy Ker Sangri Sabzi,55
Maharashtrian Bakar Bhaji,20
Healthy Oatmeal Energy Bar With Dates & Nuts,50
Badusha  | Balushahi,70
Chana Dal Pulao,65
Ellu Kuzhambu,35
Matar Mushroom Curry ,50
Vanilla Choco Mousse  With Chocolate Chip,145
Sabakki Upittu  ,40
Kumbakonam Kadappa,30
Spicy Arrabbiata Pasta  With Sun Dried Tomatoe,70
Zarda Pulav  ,50
Potala Rasa  ,80
Poha Buttermilk Idli,40
Murungai Keerai Putt,20
Spicy Marinara Sauce,20
Homemade Crisp Ghee Roast Dosa ,45
Besan Halwa,40
Chatpata Baby Potato,25
Egg Salad  With Sun Dried Tomatoes And Scallion,25
Crispy Paneer Pakora  With Garlic Chutne,25
Potato And Pointed Gourd Sabzi ,50
Biuli Dal Er Boda,30
Kerala Style Whole Wheat Parotta,40
Hariyali Pav Bhaji,75
Hunan stir fried Chinese Leaf cabbage with Tofu & Chilies,25
Tomato Shorba,40
Masaura And Potato Tarkari,35
Caramelized Ripe Plantains Without Added Sugar  ,40
Classic South Indian Rava Idli,35
Oven Baked Rice Casserole,70
Thabdi Peda ,35
Bengali Style Pomfret Shorshe,45
Mint And Pomegranate Raita,50
Semiya Kesari,30
Soya Chunks And Beetroot Biryani,70
Kollu Puli Kuzhambu,80
Kerala Style Vegetable Stew ,45
Thai Chicken Green Curry With Vegetables,70
Mushroom Cutlet Vegetarian Sizzler,75
Poached Eggs  With Arugula Fig Walnut Sala,25
Paneer Masala Dosa,40
Khatta Meetha Tamatar Sabzi,25
Haryanvi Saag Gosht,60
Acorn Squash Sambal,40
Malvani Fish Curry,40
Knol Khol in Yogurt ,60
Chicken Dimsums,40
Aloo Paneer Kebab,60
Orange Apple Arugula Salad  With Honey Roasted Almonds & Ginger Dressin,15
Thai Style Mango Chicken Coconut Curry,45
Coriander Leaves Dry Curry ,25
Maltesers Butter Cookie,50
Pink Dragon Fruit Kesari  ,40
Masoor Dal Kebabs,45
Semiya Payasam With Coconut Milk,35
Pachai Mor Kuzhambu,17
"Pineapple, Onions and Cabbage Slaw with Honey Mustard",15
Carrot Lemon Rice,65
Andhra Style Chilakada Dumpa Pulusu  ,40
Vegetable Ragi & Oats Uttapam,40
Penne Pasta  In Creamy Cauliflower Sauc,55
Kadali Bhanda O Chingudi Tarkari  ,65
Delicious & Cheesy Spaghetti Sandwich,30
Soya Methi Palak Ki Sabzi,50
Bharwa Karela Masala,70
Chicken Masala Fry,25
Moong Dal Pani,35
Healthy Soya Sabudana Kebabs  With Spicy Tomato Chutne,30
Nargisi Kofta Curry,75
Chettinad Inippu Seeyam,65
Paneer Bhutuwa,40
Broccoli Oats Smoothie Bowl,15
Gurellu Chutney Podi,30
Tandoori Style Soya Chaap Curry,50
Uttaranchal Style Garwhali Kafuli  ,30
Authentic Nimki,45
Mushroom Pasanda  ,55
Boti Masala Chaat,15
Chatpata Potato Canapes,25
Eggless Red Velvet Beetroot Muffins,55
Achari Gosht,55
Dry Fruit & Nut Modak,40
Achari Aloo Gobi,50
Kadle Bele Chutney Pudi,20
Kerala Vendakkai Thoran,40
Dhania Murgh Makhani,45
Sweet and Spicy Tomato Chutney,30
Watermelon & Feta Skewers,10
Green Moong Sprout Salad  With Vegetable,20
Vali Bhajji Ambat ,55
Coorgi Style Chicken Curry,45
Vegan Carrot Halwa Ice Cream,325
Mexican Style Frijoles Refritos,40
Bengali Bhetki Macher Paturi  ,40
Mangalorean Style Kayi Vade  ,30
Spiced Whole Wheat Cookie  ,60
Til Ke Laddu  ,60
Baby Corn Butter Masala,40
Avarekaalu Obbatu  ,55
Grilled Paneer Mint Salad  With Pickled Onions & Pomegranate,25
Traditional Panakam,15
Colombi Rice,50
Cottage Cheese And Peas Oatmeal Pancakes,15
Kara Kadubu  ,45
Karnataka Style Baledindina Kosambari  ,20
Blueberry Fool,60
Lemongrass Coconut Rice ,40
Sweet Spicy & Tangy Vegetarian Thai Green Curry  With Tamarin,50
Uttar Pradesh Style Shir Sewain,30
Instant Spice Oat Pit Paniaram,50
Mexican Style Broccoli Bell Pepper Cheese Quesadilla,40
Bihari Style Baingan Ka Chokha  ,40
Konkani Style Batata Song,30
Eggless Whole Wheat Banana Muffins,60
Alasande Kalu Saaru  ,40
Ridge Gourd Chutney  ,20
Maharashtrian Gopalkala  ,12
Gujarati Kadhi,35
Vegetable Jowar Upma,55
Kadai Vegetable Sabzi  ,50
Gawar pods fenugreek vegetable,35
Lemon And Rosemary Shortbread Cookies,50
Lemon Thyme Rasam,25
Barnyard Millet Idli And Dosa,730
One Pot Aloo Gobi Sabzi  Using Preethi Electric Pressure Cooke,40
Ajwaini Tamatar Bhindi ,40
Agathi Keerai ,40
Nippattu Masala Chaat,15
Tamil Nadu Style Potato Masiyal ,70
Mango Ladoo,25
Kothamalli Thovayal,15
Oats Peanut Butter & Chocolate Chip Trail Mix,25
Dalia Pakora,25
Chicken Cooked In Yogurt ,75
Whole Wheat Chocolate Cinnamon Cupcakes,35
Matta Rice Peas Pulao,45
Hariyali Matar,20
Paneer Bhurji Gravy,50
Khubani Ka Meetha  ,60
Homemade Fresh Orange Juice,10
Butter Chicken With Tandoori Mayo,180
South Indian Style Vazhaithandu Poriyal,50
Corn Korma,35
Peach Cobbler Scones,45
Spicy and Tangy Mixed Vegetable Poha  With Peanut,30
Mangalorean Style Masala Pundi,60
Udupi Style Heerekai Bajji,20
Puffed Rice Upma,30
Mango Milkshake,5
Andhra Style Kandagadda Vepudu,40
"Whole Wheat, Oatmeal and Amaranth Fruitcake Cookie",60
"Bread, Paneer and Potato Vada",30
Roasted Bell Pepper Quinoa,30
Horse Gram Chutney Podi,20
Homemade Pizza Sauce,60
Dry Fruit Burfi  With Gulkan,70
Kerala Style Prawns & Shrimp Biryan,220
Andhra Style Pindi Miriyam,30
Ragi Badam Soup,25
Punjabi Style Creamy Cauliflower And Peas Curry ,71
Keema Kaleji,55
Dulce De Leche Brownie,60
Spinach Corn Sabzi,30
Lauki Tamatar Ki Sabzi ,50
Vendakkai Vengayam Sambar  ,55
Baked Bitter Gourd Bhajji,45
Strawberry Salsa,10
Vegan Soya Aloo Curry,55
Sweet Chili Lime Grilled Chicken,55
Foxtail Millet Paruppu Adai With Keerai,250
WeetBix Halwa,20
Sorakkai Paruppu Kuzhambu,20
Coconut Chutney With Coconut Water ,20
Mysore Style Avarekalu Rasam,40
Whole Wheat Buttermilk Banana Pancakes ,45
Foxtail Millet Kheer  ,75
Grilled Stuffed Mushrooms  With Onion Parmesan & Herb,35
Snake Gourd Kootu  ,30
Achari Chicken Tikka Wrap,165
Mooli Aur Kaccha Kela Kofta  ,50
Chettinad Idiyappam,25
Mixed Vegetables Ajethna,30
Green Moong Dal Kootu with Raw Banana Peel,55
Broccoli Paneer And Peanut Masala,60
Carrot Cake  for Healthy Hear,55
Tofu and Shrimp Salad  With Balsamic Dressin,25
Chaat Masala,10
Pineapple Crostini With Honey And Cream Cheese,15
Sago Yogurt Parfait  ,30
Andhra Style Nalla Karam Podi,30
Banana Apple Porridge,12
French Onion Chicken,100
Pumpkin Cupcakes  With Finger Millet And Flax See,30
French Style Red Sorrel Two Bean Soup,40
Southekayi Palya,30
Aloo Paneer Kebab,60
Eggless Nutella Swirl Cupcakes,35
Gajar Methi Sabzi  ,40
Beetroot & Tomato Chutney ,15
Tomato & Beetroot Soup,30
Drumstick Masala Sabz,40
Homemade Alfredo Pasta Sauce,35
Boondi And Spring Onion Greens Sabzi,20
Corn Methi Malai Gravy,30
Creamy Indian Butter Fish,20
Cauldron Baby Corn Cheese,45
Andhra Style Kandi Pachadi  ,20
Bharwa Bhindi And Pyaaz Ki Sabzi,55
Andhra Style Vankaya Kothimeera Karam,30
Karjikai ,75
Pakistani Chickpeas Pulao  With Sweet Hot Date Onion Chutne,75
Beetroot Pancake,20
Thouthe Kodel  ,70
Healthy Vegetable Paratha Rolls,40
Peerkangai Thogayal  ,20
Karnatak Style Hurigadale Tambittu,45
Cheesy Mushroom & Corn Open Toas,40
Paneer Broccoli Soya Ghee Roast Pockets,80
Chole Pindi,620
Vegan Soya Aloo Curry ,55
Reshmi Kofta  in Rich Cashew Grav,90
Kerala Style Vettu Cake  ,65
Andhra Style Karivepaku Pachadi,20
Lentil & Coconut Milk Soup,50
Oriya Badi Chura  | Sundried Lentil Dumpling Crumbl,15
Poshto Phoolkopi  ,30
Makhana Ki Sabzi ,40
Thandai Kulfi,80
Sarson Chole Ka Saag,560
Bell Pepper & Parsley Rice,45
Taiwanese Style Gua Bao,245
Cauliflower Paneer Kofta Curry,50
Green Apple Rasam,30
Kerala Style Varutharacha Sambar,40
Tomato Dosa,285
No Onion No Garlic Kadamba Sambar Ric,50
"Cucumber, Red Radish, Tomatoes & Onion Salad",30
Homemade Baked Donuts,50
Suran Fodi,100
Turai Moong Dal,30
Pudina Mavinakayi Chutney,15
"Homemade Quick Puff Pastry Sheet  | Perfect For Puffs, Tarts & Pies",1440
Sindhi Karela Bhaji,40
Osmania Biscuits,45
Udupi Style Bendekayi Palya,45
Kerala Kadala Curry,460
Mac and Cheese On Crostini,40
Spicy Avocado Scrambled Eggs,25
Mango Smoothie Bowl,20
Arbi Dahi Wali Sabzi ,40
Raw Mango Masoor Dal,30
Cold Coffee,15
Baked Samosa Pinwheels,40
Aloo Aur Mooli Ke Patto Ki Sabzi ,40
Gulkand Seviyan Kheer,30
Napa Cabbage Coleslaw with Greek Yogurt,30
On,55
Kashmiri Style Rajma Gogji,90
Simple & Luscious Pista Ice Cream,480
Scrambled Eggs With Ridge Gourd Sabzi,25
Karnataka Style Aralu Sandige,65
Goan Sweet Churmo,50
Thengai Poornam Kozhukattai / Ukadiche Modak  With Rice Flou,40
Baked Vermicelli Malpua,50
Heart Shaped Cake Pops,60
Beet Baba Ganoush Dip,50
Indian Misal Bunny Chow,45
Varan Bhat,40
Kabuli Chana Rasam,30
Besan vegetable,0
Himachali Style Pahari Khatta  ,15
Soy Chunks Manchurian  In Sweet & Spicy Chinese Sauc,45
Sukhe Methi Chole,520
Chicken Jalfrezi,55
Stir Fried Honey Parsnip  With Herb,30
Eggless Ja,50
Drumstick Fennel Spinach Sambar,45
Awadhi Style Sheermal,40
Murmura Jaggery Laddu/ Pori Urundai,45
Mushroom Pasanda,55
"Millet Energy Bites With Almonds, Dates And Coconut",40
Karnataka Style Palak Dal or Palak Tovwe,40
Spiced Prune Chutney,30
Kauni Rice Paniyaram  ,260
Konkani Style Koli Masala,70
Cauliflower Palak Methi Muthia,30
Yele Kadubu and Onion Chutney,30
Pulikuthi Upperi,30
High Protein Spinach & Soy Bites,60
Sprouted Green Moong and Raw Mango Salad,10
Kheel Paniyaram,105
Eggless Cranberry Pistachio Biscotti,95
Gourd Peel Chutney,25
Fenugreek & Soy Chunks Dry Vegetable,50
Aloo Bilahi Maas,30
Thinai Thakkali Sadam  ,35
Chicken Wings With Bhuna Masala,40
Tamil Nadu Style Beetroot kootu,40
Semiya Upma,45
Niramish Aloo Dum,45
Sindhi Sai Bhaji,45
Avalakki Porridge In Warm Spiced Berries,25
Mudaliar Style Omelette Curry,60
Doodh Jhinge Curry,30
Amla Chutney,55
Arab Dahi Wali Sabz rod,40
Serial  of radish leave,30
Vegetarian Hakka Noodle,50
Sweet Potato Mash,20
Buy Manga Soya Sundal,45
Kaya Tholi Thoran,40
Kerala Cheriya Ulli Sambar,40
Aoria Special Dalma  ,70
Fenugreek Vegetable Lu Vegetable,40
Sauteed Spinach With Garlic And Cheese,15
Egg Hakka Noodles,55
Goan Style Recheado Bangdo  | Stuffed Mackere,75
Idichakka Thoran  ,60
Kala Chana Mithaas Liye  ,25
Dry fenugreek cream only,40
Goan Moolyacho Ross  ,50
Cauliflower And Methi Paratha,60
Lau's Peel Fried,55
Spicy Mango Lime Grilled Chicken,80
Overnight Pumpkin French Toast Baked Casserole,535
Coconut Kozhukattai,30
Buckwheat Dosa,30
Pear And Alfalfa Sprouts Salad,30
Onion And Cheese Pepper Sandwich,30
Saagwala Chicken ,70
Peas In Onion Tomato Gravy,50
Motichoor Ladoo Yogurt Cheesecake,30
Chatpata Aloo Moong Sprouts  With Buttered Pav Bun,40
Bengali Style Mixed Vegetable ,50
Bengali Style Cholar Dal,40
Chicken In Thai Basil Sauce,35
Chicken Learned Kebab,60
Mutton Keema Soup,35
Potoler Dolma,50
Instant Baked Potato Tikki,15
Awadh Style Bakarkhani Roti  ,75
Radish Sandwich,30
Barnyard Millet And Mushroom Cutlet,40
Indo Chinese Paneer Lollipop,35
Kerala style drumstick spinach pose,40
Ringan Ravaiya  ,65
Ginger Turkey Rice,40
Baked Salmon  Flavored With Herbs And Tartare Di,40
Raw Banana and Bhendi Vegetable,40
Vegan Instant Coffee,10
Egg Dosa  With Cheesy Garlic May,35
Brahmi Chutney,15
Veg Chilli Milli ,60
"Bread Boats  Filled With Spinach, Eggs And Sandwich Sprea",45
Vazhaipoo Bajra Adai,210
Spicy & Tangy Goan Chicken Stew  With Vegetable,55
Karnataka Style Sabsige Soppu Paddu  ,40
Spicy Mexican Salsa,35
Pitor Ki Sabzi,90
Beetroot Carrot Radish Salad,15
Arbi Tomato Onion Sabzi ,55
Chocolate Flavoured 7 Cup Burfi,70
Whole Wheat Roasted Vegetable Pizza Pockets,320
Saunf Wali Hari Gobi Sabzi ,50
Navrang Dal  ,40
Suran Kebab Masala,30
No Bake Poha & Millets Chocolate Tart With Strawberry Cheese,360
Paneer Sizzler  In Chilli Garlic Sauce With Ric,60
Whole Wheat Black Forest Cake In A Jar  ,50
Aratikaya Masala Pulusu,35
Kashmiri Kesar Pulao,25
Kheer Puli Pitha | Bengali Pitha,70
Chilled Spinach And Cucumber Soup,45
Thandai Mousse,390
Kesar Pista Mango Ice Cream,150
Kothu Kari Kuzhambu,29
Gujarati Kadhi With Milk And Mint,22
Cheese Garlic Crack Bread,25
Pina Colada,25
Sattu's Salted Sorbet,10
Sago Kheer,85
Choto Aloor Dum,65
Buckwheat Cracker,35
Saffron Milk Pudding,40
Lauki Aloo Sabzi ,55
Whole Wheat Ragi Chocolate Chip Cookie Pizza,40
Mangalorean Style Bendekayi Huli Koddel,40
Gahat Rasmi Badi  ,50
Bihari Kale Chana Ki Ghugni  ,580
Vegan Chickpeas And Broccoli Curry,65
Broccoli Peanut Oats Tikki,50
Matta Rice Peas Pulao,45
Pear and Apple Coleslaw,15
Hash Brown With Spinach & Cheese,25
Gojju Avalakki,40
Savory French Toast  With Creamy Achari Mushroo,30
Snake Gourd Salan  ,50
Filling,40
Mamidikaya Nuvvula Pachadi,30
Kolkata Chicken Chaap,100
Frozen Mango Yogurt,90
Dhingri Matar,50
Homemade Black Bean Burger,75
Nando's Peri Peri Chicken,20
Thandai Panna Cotta With Strawberry And Mango Coulis,300
"Green Peas, Potato and Paneer Tikki",45
Field Thepla,50
Creamy and Delicious Fruit Custard,40
Khajoor Imli Ki Chutney With Panch Phoran Masala,90
Mangalorean Style Sajjige Rotti / Rulavachi Bhakri  ,30
Kadai Paneer ,50
Moroccan Chicken Burgers With Feta And Carrot,45
Lilva's Vegetable,60
Chilli Roasted Black Eyed Peas,150
Onion Palya,20
Sautéed Potatoes with Spinach ,50
Cream Cheese Carrot Raisin Sandwich,20
Whole Wheat Muesli Pancake with Spirulina,35
Spiced Cauliflower And Almond Soup,55
Spicy Baked Beans With Potato Cakes,40
Aloo Kulcha  ,60
Mughlai Style Chicken Changezi,60
Chicken Corn Fritters,50
Rice Pudding  ,40
Kashmiri Dahi Baingan,25
Ambade Kaarle Lonche,35
Garlic And Pepper Mushroom Stir Fry,35
Masala Bhurji Cheese Sandwich,25
Spinach Salad  With Boiled Eggs And Mushroom,35
Kerala Style Egg Cashew Curry,45
Radish Leaves Pachadi ,35
Couscous Eggplant And Tomato Gratin,40
Baked Beans & Potatoes Chaat,55
Fish Molee,35
Indo Chinese Paneer Lolipop,35
Hariyali Mutton Curry,60
Delicious Avocado Salad  with Vegetable,15
Dal Chenchki ,40
